pplid	pplxid
680090	677545
673340	677546
668314	677588
675721	677589
678563	677592
680456	677593
680448	677594
666709	677601
678563	677602
680317	677605
680631	677606
664683	677608
670343	677609
676706	677613
677584	677631
684326	677643
683506	677644
669740	677654
682821	677663
677667	677664
678499	677694
669571	677711
677725	677724
677738	677733
677738	677737
675568	677750
677116	677765
683506	677776
685262	677782
668320	677791
663845	677795
683496	677796
682241	677797
677803	677802
679782	677818
670395	677819
682561	677820
679923	677821
680576	677842
685961	677851
683974	677857
684156	677866
669176	677884
663256	677892
682001	677900
671634	677902
665679	677903
677388	677913
682001	677919
679628	677932
686570	677942
667573	677950
683760	677951
684156	677956
683662	677963
662308	677967
664505	677987
679929	678007
675737	678019
679639	678021
666235	678030
666719	678031
680897	678032
666072	678039
666848	678045
677341	678046
673297	678047
670352	678069
682297	678071
682267	678072
677681	678076
683899	678077
662590	678078
679907	678081
667305	678084
662704	678105
677979	678109
671291	678148
684819	678149
666736	678150
684156	678191
673915	678217
662295	678218
669812	678219
685646	678220
681168	678221
672156	678251
681047	678279
675865	678281
674000	678300
678306	678301
665909	678314
686386	678315
669058	678316
679197	678317
672234	678336
673033	678373
665039	678398
680503	678400
665882	678401
670259	678403
670564	678405
683284	678413
683701	678414
670507	678415
684156	678417
678444	678441
678444	678442
678560	678456
669769	678463
671621	678466
672019	678509
674965	678514
678482	678527
664963	678536
678704	678537
672203	678540
666724	678553
678561	678556
666895	678564
670633	678565
673636	678569
680496	678573
685991	678574
683506	678579
678585	678586
686626	678589
686626	678590
666489	678591
684571	678598
675218	678607
674880	678611
671437	678613
675721	678616
664963	678619
664809	678631
681326	678641
676469	678651
678684	678671
663522	678711
664923	678728
667778	678729
671398	678730
667139	678776
677811	678785
789482	678788
666072	678806
683760	678812
682289	678833
685391	678838
676348	678856
675865	678862
675877	678869
675770	678872
678881	678873
685485	678887
684347	678898
680711	678899
672462	678958
662445	678961
672842	678971
668399	678973
669326	678994
670828	679013
681850	679024
679054	679037
665039	679038
662622	679045
677992	679047
675465	679077
672626	679081
666561	679104
679119	679114
675935	679120
681392	679130
684107	679168
679197	679194
666701	679195
670969	679247
667227	679289
670889	679299
676263	679306
672234	679313
668314	679321
679208	679329
670851	679344
663600	679391
670969	679402
667281	679422
664969	679429
673606	679434
672194	679435
674026	679436
664598	679474
663502	679497
679520	679503
679520	679504
679525	679505
679524	679507
679524	679508
679576	679575
682197	679577
683974	679578
668920	679583
671413	679586
683974	679588
682595	679590
683543	679594
682500	679599
685313	679606
666342	679607
675855	679608
679065	679609
663957	679610
672926	679611
675085	679612
667415	679627
668872	679629
673156	679630
684156	679634
672024	679659
667227	679660
685313	679664
669902	679666
669902	679670
668121	679673
677614	679674
675408	679675
673548	679677
665882	679678
677099	679684
686516	679709
663286	679711
682154	679713
668047	679722
664232	679728
670938	679733
662702	679744
667953	679754
679788	679785
675477	679786
668600	679791
679364	679795
676426	679831
680961	679845
677408	679931
682317	679939
674969	679940
678978	679946
673337	679956
667091	679963
663235	679966
682558	679970
674147	679980
670777	679981
677049	679996
673735	680014
664796	680015
665352	680016
664277	680036
666496	680060
680093	680082
671398	680083
676464	680084
671398	680086
668373	680094
677702	680100
671353	680101
671474	680103
665355	680113
667280	680114
677341	680175
676493	680187
666707	680188
665087	680199
667216	680211
674025	680217
664150	680220
667886	680221
668600	680230
680252	680250
673274	680257
681242	680258
680262	680259
679314	680263
662696	680273
684149	680282
674826	680287
668579	680315
665249	680324
680332	680329
676523	680356
664460	680364
683136	680365
680378	680375
680378	680376
679929	680389
666149	680390
684811	680424
677458	680433
671171	680438
672095	680442
684802	680443
678459	680453
672095	680458
683933	680465
685928	680477
683961	680482
680496	680492
680503	680502
674580	680513
683281	680524
663618	680535
663032	680552
664554	680553
675863	680582
668600	680593
673773	680595
679270	680596
672019	680603
680607	680604
680607	680605
673161	680710
666340	680719
683659	680727
671428	680740
675892	680741
677018	680748
668270	680769
678614	680797
664805	680802
676307	680804
680813	680808
683974	680825
680839	680837
671081	680842
671406	680843
662988	680846
675043	680859
667668	680860
664173	680861
672058	680886
667722	680892
664173	680895
672582	680898
676633	680938
677553	680943
680953	680944
667754	680945
680953	680946
682821	680967
662822	680968
666936	680996
686421	681003
662642	681026
685789	681027
681046	681045
681053	681052
672884	681059
677811	681060
678306	681061
681179	681062
674100	681063
671059	681064
674791	681065
669058	681069
671386	681071
662197	681072
685832	681073
674791	681075
665087	681076
685229	681079
681025	681080
678499	681081
672331	681082
680430	681084
680430	681086
680430	681090
665087	681091
679566	681092
675530	681100
682267	681117
663100	681126
677788	681131
677614	681146
674517	681158
662488	681161
672299	681162
664471	681171
682743	681176
681183	681180
681183	681181
671473	681191
684269	681207
673822	681222
683893	681223
672019	681230
681243	681235
671110	681237
673685	681241
670857	681258
679639	681266
670938	681271
676885	681282
667091	681285
669244	681289
663375	681292
665679	681293
684860	681294
671739	681304
685561	681305
685561	681307
683928	681312
681990	681328
682685	681343
667308	681344
673761	681366
680207	681370
668600	681382
669627	681398
671875	681414
674025	681415
668691	681419
677890	681467
684909	681474
683548	681477
669554	681490
669598	681501
685802	681511
666029	681515
683506	681519
669772	681528
669968	681529
662539	681553
674873	681562
671081	681599
671081	681600
677357	681603
671363	681626
675865	681629
674263	681631
677108	681638
685592	681649
681653	681652
686140	681659
673450	681672
665220	681675
684412	681687
667184	681690
675970	681707
681721	681714
671595	681718
662486	681726
679672	681730
682438	681760
668524	681761
683956	681762
664750	681765
666531	681766
682923	681767
678136	681768
669482	681770
666274	681780
675085	681789
685483	681793
664460	681795
670015	681801
670889	681804
681836	681832
667227	681839
663135	681840
681332	681841
670286	681848
670085	681856
680723	681859
667838	681866
686288	681880
670969	681886
677880	681905
677880	681906
663880	681915
662459	681916
681926	681918
681926	681919
678615	681929
681938	681939
671233	681955
676076	681958
-1	681961
676307	681962
665087	681965
685483	681968
686254	681969
685823	681975
671576	681978
671854	681983
670624	681992
679600	682012
666395	682024
671413	682047
681017	682051
683943	682056
680848	682072
670266	682077
675358	682103
684314	682109
663100	682122
669461	682141
662951	682143
671398	682152
669622	682183
664150	682196
685755	682211
682233	682229
682233	682230
674849	682240
673727	682259
685069	682266
674149	682296
673988	682299
683645	682308
678136	682311
668314	682324
666909	682335
681602	682365
669285	682370
684156	682373
673365	682374
683365	682377
682496	682384
677600	682389
682392	682394
682549	682402
685606	682418
673414	682419
664944	682420
682445	682444
669089	682462
665359	682466
682486	682485
682557	682493
672379	682509
667327	682525
681625	682526
681745	682527
679923	682552
684571	682562
678915	682565
684318	682587
682608	682607
673037	682624
682780	682636
663611	682637
685960	682638
678306	682639
670474	682640
677697	682641
677697	682643
682644	682645
682658	682651
672019	682656
669183	682667
669995	682681
683247	682697
668028	682703
675865	682704
675865	682705
682729	682728
667892	682735
683506	682736
679725	682746
681845	682755
673551	682760
676903	682763
684173	682764
683760	682775
670969	682801
678065	682802
683956	682803
666395	682815
667686	682819
668936	682831
662236	682833
672406	682836
671327	682845
680332	682850
683409	682861
667227	682868
665479	682885
681047	682888
681821	682892
665770	682948
663100	682949
680576	682963
683974	682966
664750	682974
682821	682981
681486	682986
683010	683007
676756	683024
683974	683031
671964	683056
667471	683075
682972	683080
686568	683086
662286	683088
679054	683095
666663	683098
667903	683101
684490	683124
728088	683130
675830	683133
685370	683150
666163	683151
662286	683154
681405	683162
663118	683184
670599	683186
679907	683193
682909	683231
673578	683235
673578	683236
678303	683237
670969	683240
663286	683248
675802	683249
673347	683255
673848	683263
673340	683264
671022	683269
672870	683274
666408	683275
670246	683295
670106	683299
664886	683306
670045	683311
665548	683313
678306	683314
663100	683315
674021	683323
665850	683332
665850	683333
672833	683343
665479	683348
686254	683354
675918	683355
683146	683357
672746	683379
670812	683380
681877	683381
664012	683407
683415	683414
667564	683425
683365	683426
683365	683433
682668	683448
671235	683459
677377	683473
679967	683481
672019	683482
671986	683503
676613	683512
683530	683524
683530	683525
686056	683537
679314	683538
662776	683540
683558	683552
677679	683554
662606	683572
665877	683573
680425	683583
683602	683599
685165	683600
684156	683610
682987	683611
682987	683618
664532	683633
685519	683658
670862	683664
681862	683665
668257	683666
684208	683672
683445	683674
681742	683691
680077	683698
685322	683705
676666	683741
670565	683749
683760	683751
662622	683775
680932	683776
683779	683777
675085	683778
683974	683795
677697	683825
676263	683829
683850	683848
683850	683849
685789	683879
675533	683880
683902	683897
664969	683903
674295	683905
662971	683913
671746	683935
665489	683937
668314	683942
683956	683953
683961	683954
683961	683955
676032	683980
686181	683986
667322	684002
684005	684003
676527	684014
675108	684066
670938	684080
677786	684086
670969	684091
675381	684094
664766	684099
672912	684105
681249	684109
668728	684112
677463	684126
677463	684127
669285	684129
678614	684130
682442	684134
664611	684141
684156	684144
684156	684145
684156	684148
684156	684151
678095	684171
669565	684206
680332	684217
666715	684235
674400	684237
671303	684253
663369	684254
676134	684257
684266	684270
670938	684271
678979	684304
684308	684306
684326	684320
684326	684321
684326	684323
664753	684353
662622	684358
677019	684369
681663	684373
677584	684378
669713	684416
731809	684417
665087	684419
684861	684424
680279	684439
685693	684442
681845	684472
671353	684473
672884	684483
684490	684485
663291	684502
672673	684505
665290	684537
685802	684540
662670	684543
674492	684562
665145	684566
684324	684590
675379	684597
675418	684599
662402	684600
671291	684618
670969	684638
679089	684642
665406	684668
666848	684681
668602	684687
664471	684692
674900	684693
662274	684694
667121	684696
686421	684703
669870	684713
681168	684721
683446	684727
684156	684740
666302	684743
663054	684763
677739	684764
681585	684769
671209	684777
666337	684790
672235	684792
674749	684828
667812	684831
667812	684832
678482	684892
669108	684933
684948	684944
684948	684945
665087	684968
684980	684978
682923	685007
685961	685009
670969	685042
673000	685054
669386	685055
668996	685064
670969	685075
677097	685082
676488	685090
685110	685104
667223	685113
679054	685114
683506	685119
669803	685132
683760	685138
680576	685143
672518	685150
685155	685152
685155	685153
681754	685158
664157	685161
672786	685169
671964	685203
685214	685212
685214	685213
677151	685226
685239	685236
685239	685237
674159	685242
662236	685247
679687	685269
677697	685288
671929	685290
669525	685298
685937	685301
669718	685308
676184	685314
667280	685332
667280	685333
680332	685335
681850	685362
673683	685367
666508	685372
681242	685387
674058	685389
662557	685427
668828	685455
671986	685473
680616	685482
676948	685495
681797	685509
679054	685514
670164	685518
683297	685534
685508	685554
685508	685555
683588	685558
677739	685562
666104	685564
683123	685565
682014	685572
679220	685574
684834	685602
665178	685609
684453	685610
680576	685617
686265	685635
675089	685669
668902	685688
683773	685705
667106	685708
683961	685711
681421	685722
670085	685726
685750	685748
685750	685749
685755	685753
685755	685754
671768	685780
681930	685781
682217	685786
669517	685788
674733	685790
663152	685791
681930	685798
681179	685799
684524	685803
686327	685819
662570	685824
671768	685827
666483	685828
674104	685840
669448	685846
683230	685852
676523	685863
677739	685865
673151	685866
669020	685867
685890	685888
685890	685889
668936	685893
662862	685899
662445	685901
663842	685906
685928	685923
668314	685926
668314	685986
677697	686004
682530	686020
686324	686036
667223	686039
669448	686042
669448	686043
667460	686047
683146	686049
686186	686050
677186	686051
671832	686052
683844	686060
683844	686074
666310	686078
679089	686080
673069	686089
672156	686093
665820	686101
670969	686108
677742	686109
662699	686114
677788	686120
684700	686121
686524	686134
664150	686154
664150	686155
679092	686160
686175	686176
664239	686177
668872	686179
674886	686184
686654	686187
663100	686188
663166	686197
675193	686219
664580	686241
686247	686245
686247	686246
682049	686248
686254	686250
672972	686264
677005	686282
669870	686283
668997	686285
663757	686295
685413	686310
667579	686311
671073	686312
667223	686326
670862	686330
673683	686334
665214	686335
670778	686336
674295	686337
684586	686352
674214	686362
680963	686363
686388	686381
686388	686382
686398	686390
674460	686403
674641	686432
683956	686465
684415	686476
680963	686480
682595	686484
671722	686491
671236	686499
675271	686501
671797	686510
662396	686520
672926	686522
677786	686530
670857	686538
682107	686555
673438	686573
682923	686576
667887	686577
686590	686589
686615	686613
670382	686640
667591	686645
684258	686656
664591	686672
686568	686703
665692	686706
686712	686710
105343	107637
105343	410043
106649	400686
109222	400670
108410	413847
103260	448650
-1	398098
106649	100646
108919	100938
103260	101132
105343	102792
102229	104015
106649	104304
106649	104433
104308	104625
-1	104627
101304	105586
109323	107991
109353	108052
107968	109140
109323	110051
101304	110312
110336	389856
110336	389857
110336	389858
110336	389859
110336	389860
110336	389861
109462	400668
106649	400669
109222	400671
103260	400678
400689	400681
-1	400682
108410	400683
108410	400684
108410	400685
103260	400688
109256	408614
109256	408615
410017	410018
410017	410019
-1	410020
415779	410038
107293	410039
415779	410040
104515	410041
105343	410042
105343	410044
105343	410045
105343	410046
410048	410047
104515	410071
104515	410072
104515	410073
104515	410074
103915	410075
104515	410076
107968	410092
107968	410093
103537	410094
104515	411488
104515	411489
104515	411490
104515	411491
102253	411522
-1	412644
-1	413715
400689	413832
-1	413833
102228	413834
108410	413923
103260	413925
108410	413926
413975	413945
109462	413946
407308	414169
104515	448504
104515	448509
107962	448510
107962	448511
104515	448512
104515	448513
104515	448514
102229	448515
102229	448517
-1	448518
-1	448522
101304	448523
101304	448524
101304	448525
102229	448526
104515	448527
-1	448528
-1	448529
104515	448530
-1	448531
-1	448532
-1	448533
104515	448534
-1	448535
104515	448536
-1	448537
104515	448538
-1	448539
104515	448540
104515	448541
-1	448542
104515	448543
101304	448544
104515	448545
101304	448546
101304	448548
-1	448549
104515	448550
410070	448551
410070	448552
410070	448553
104515	448554
104515	448555
-1	448558
-1	448559
103260	448562
-1	448569
-1	448570
-1	448571
-1	448572
400689	448573
400689	448574
-1	448575
108410	448576
400689	448578
400689	448579
400689	448580
400689	448581
411492	448582
411492	448583
400689	448584
448623	448587
108410	448590
108410	448591
108410	448592
108410	448593
108410	448594
108410	448595
108410	448596
108410	448597
108410	448599
108410	448600
109462	448602
-1	448605
103260	448607
103260	448608
103260	448609
103260	448610
103260	448611
103260	448612
103260	448613
103260	448614
108410	448615
103260	448616
104515	448626
104515	448627
104515	448628
103260	448629
103260	448631
103260	448632
103260	448633
103260	448634
103260	448635
103260	448636
109222	448637
109222	448638
109222	448639
106649	448640
109222	448641
109222	448642
103260	448643
103260	448647
103260	448648
103260	448649
103260	448651
103260	448652
103260	448653
103260	448654
109222	448655
109222	448657
103260	448659
109222	448660
-1	448661
109222	448662
109222	448663
109222	448664
109222	448665
109222	448666
109222	448668
109222	448669
413975	448670
413975	448671
397400	448672
109222	448673
397400	448674
101304	448714
377039	366778
377039	363839
378961	374268
377039	376038
373238	377044
373238	377045
367935	379049
364315	379443
377039	413190
377039	413191
377039	413192
377039	413193
377039	413194
377039	413196
377039	413198
377039	413199
377039	413202
1880755	1880148
1880755	1884299
1880622	1880138
1882118	1880139
1880587	1880140
1880755	1880141
1882118	1880146
1882118	1880153
1880589	1880155
1882118	1880163
1880795	1880168
1882118	1880169
1882107	1880176
1880131	1880177
1880755	1880184
1880539	1880205
1882118	1880213
1882118	1880214
1880574	1880216
1880589	1880219
1880755	1880222
1884382	1880236
1880622	1880243
1884382	1880256
1880595	1880268
1880712	1880271
1882107	1880274
1884365	1880281
1880579	1880303
1880755	1880330
1882118	1880334
1882118	1880342
1882118	1880343
1882118	1880344
6355174	1880353
1880428	1880360
1880540	1880361
1880540	1880362
1880755	1880366
1880589	1880367
1882118	1880373
1880589	1880381
1880712	1880398
1880540	1880401
1884382	1880426
1880532	1880430
1882118	1880431
1882118	1880435
1882118	1880461
1882118	1880462
1880622	1880465
1882118	1880467
6355174	1880485
1880761	1880486
1882118	1880490
1880795	1880494
1882118	1880505
1880538	1880506
1880538	1880507
1880623	1880508
1880546	1880509
1882118	1880515
1880587	1880523
1880532	1880524
1880428	1880530
1882118	1880533
1880525	1880542
1880586	1880543
1882118	1880549
6355174	1880551
1880755	1880558
1880592	1880562
1882107	1880566
1884382	1880578
1882118	1880580
6355174	1880590
1880605	1880594
1880309	1880598
6355174	1880599
1880579	1880600
1884367	1880603
1880252	1880607
1880622	1880608
1880536	1880612
1880579	1880625
1882107	1880628
1880540	1880640
1880574	1880644
1880428	1880645
6690793	1880646
1880538	1880649
1880531	1880650
1882118	1880651
1882118	1880652
1880309	1880657
1880579	1880668
1880428	1880674
1880579	1880675
1882118	1880682
1882118	1880686
1882118	1880687
1880755	1880692
1880755	1880727
1880755	1880729
1880493	1880739
1880538	1880744
1880622	1880749
1880131	1880750
1882118	1880756
1880587	1880760
1882118	1880768
1880610	1880803
1880131	1880818
1880131	1880825
1880755	1880829
1880755	1880831
1882118	1881918
1880587	1881919
1880428	1881921
1880131	1881922
1880131	1881946
1880712	1881948
1880561	1881957
1880131	1882044
1880587	1882101
1884382	1882103
1880605	1882115
1884382	1882154
1880761	1882511
1880428	1882549
1880755	1882552
1880755	1882553
1884365	1882554
1880755	1882557
1880755	1882558
1880587	1882559
1880755	1882689
1882118	1882690
1880755	1882691
1882118	1882692
1882118	1882693
1882118	1882694
1882118	1882695
1882118	1882696
1882118	1882697
1880144	1882700
1880538	1882701
1880545	1882702
1880144	1882703
1880144	1882704
1882118	1882706
1882118	1882707
1882118	1882710
1882118	1882711
1880131	1882712
1880131	1882714
1880131	1882715
1880131	1882716
1880131	1882717
1880252	1882719
1880131	1882720
1882749	1882746
1882749	1882747
1882749	1882748
1882402	1882750
1882402	1882751
1880539	1882752
1882749	1882753
1880622	1882757
1880622	1882758
1880622	1882759
1880622	1882760
1884382	1882761
1880589	1882763
1882749	1882764
1882749	1882765
1882749	1882766
1882749	1882767
1880561	1882768
1880159	1882769
1884382	1882770
1884382	1882771
1884382	1882772
1884382	1882773
1884382	1882774
1884382	1882775
1884382	1882776
1880579	1882777
1880579	1882778
1880579	1882779
1880532	1882780
1882118	1883077
1880144	1884384
1880586	1884385
1882118	1884386
1880309	1884403
1880624	1884404
1880755	1885550
3191223	3201254
3196359	3186526
3197476	3187818
3196359	3190235
3200593	3191021
3200327	3192496
3192246	3193042
3339143	3193109
6690439	3194823
3202328	3198636
3191087	3201972
-1	49886
65273	51639
59335	52542
53322	53321
56362	54250
50683	54282
58783	54400
51044	55434
56546	56545
56736	56735
60471	60470
56763	60983
61282	61281
61460	61458
63319	63318
58783	63651
64993	64992
65015	65014
61015	65288
54603	65611
168631	167019
170346	166952
167096	166954
167096	166957
172198	169783
4459	171053
169429	172482
169137	173263
169137	173372
169429	173441
169137	174271
1619278	1619531
1610858	1606609
1619278	1604792
1611088	1605352
1610826	1605403
1619278	1606087
1609879	1606640
1609350	1607327
1616108	1608797
1611088	1609867
1222139	1334094
1220935	1334096
1220194	1334097
1334099	1334107
162183	161808
410549	410524
-1	601494
601758	601529
2473572	2472833
2473572	2464593
2464915	2465936
2590379	2468794
2464031	2470389
2472810	2471086
2472676	2473528
2590360	2473561
2473271	2588605
2473271	2588606
6686857	306641
314813	323021
739483	743932
6686857	313816
751869	745039
323786	300840
6301951	308774
323786	324742
745044	737792
752135	739549
313827	296405
304885	296583
323786	296938
315153	297105
745035	297918
323786	298388
304885	298648
323786	298965
298563	299328
300379	300622
323786	300905
323786	301327
323786	301968
323786	302149
323786	302256
315153	304542
309774	304582
323786	304891
323330	305957
323786	306888
299349	308335
315153	308417
304885	308680
314813	308986
6686857	309288
311323	310833
311046	310948
315153	311105
323786	311353
323786	311729
309507	312065
318912	312413
323786	312778
319691	312815
6686857	313202
300379	313637
311046	315161
435967	315634
323786	316280
323786	316712
304885	317158
314813	317259
304885	318063
304885	318982
311046	321890
304885	322118
323786	322289
323786	322329
315153	322795
323514	323195
313827	323366
315153	323387
304521	323962
308988	324153
315153	324636
323786	325493
436047	436049
319091	436050
319091	436053
436271	436269
296852	436507
296852	436512
296852	436514
738377	737014
745044	737071
751869	737486
740432	737563
742402	737613
737008	737619
857239	737627
745044	737687
750656	738215
749323	738329
745044	738354
752659	738361
745042	738702
857239	739110
745042	739133
752135	739177
742402	739358
745044	739560
752135	739637
742394	739812
745044	739887
737008	740006
745044	740276
745042	740340
737008	740476
751869	740477
752659	740712
751869	740930
738377	741510
857239	741712
751027	741763
750656	741931
750656	742083
745044	742252
751027	742328
751869	742337
745044	742342
740497	742351
738377	742935
738377	743127
745044	743886
745044	744346
751869	744711
751869	744717
743316	744844
745042	744957
752659	745189
743316	745705
745042	745752
745042	745856
752659	746406
742402	746514
745042	747087
745044	747158
740497	747184
742402	747462
745044	747538
740497	747710
745042	747933
745044	748607
737008	750214
857239	750465
742402	750483
752659	750662
745044	750704
751869	750733
751869	750864
745044	750872
737757	751214
745035	751413
751869	751994
1676551	1667642
1993336	1671482
1667478	1666154
1676551	1665540
1676279	1666439
1670482	1666725
1669459	1667405
1674942	1667656
1677964	1668139
1672501	1668647
1673133	1668970
1666402	1669045
1669459	1669631
1672850	1670034
1670482	1671008
1983414	1671362
1668638	1671522
1668638	1671756
1667455	1672056
1666694	1672433
1669632	1672890
1668341	1673169
6254131	1674823
1669472	1674952
6254131	1675669
1676279	1676116
1993191	1676118
1668341	1677231
6647568	1677670
1670682	1677760
1668355	1678375
1668341	1678546
1676495	1678593
1993181	1678909
1666694	1678975
1667574	1993131
1993138	1993142
1993140	1993143
1667454	1993146
1667454	1993147
1993153	1993148
1676004	1993256
1669472	1993279
1993324	1993323
1677058	1993356
1668638	1993434
1993466	1993459
230341	228828
228177	229476
1563663	1563086
1592768	1567043
1585499	1570272
1561125	1579633
1564899	1581240
1566097	1581926
1563663	1582696
1904565	1584231
1566083	1585330
71005	74808
71005	78581
415189	415201
73656	415202
73656	415203
73656	415204
415189	415205
415189	415206
591855	591854
590089	588663
591492	591126
794593	588283
588630	592468
590735	591391
458295	461197
642514	843959
590089	587602
794795	590187
795013	795015
455176	459237
457302	457660
644095	636746
587556	591823
457302	460885
592086	588651
590579	591538
627355	621384
612654	613003
587911	588472
460482	458478
793288	591636
658225	637753
794278	592569
587911	588650
674920	663142
666857	663143
665882	666202
665671	681113
674903	681887
672142	685761
672142	685766
279132	265752
279132	265766
266717	266715
266717	266716
276781	268756
274446	270497
274446	270500
279154	270661
280789	271376
267161	271421
274449	272534
280228	273054
279154	273180
274109	274074
278944	274090
279737	274159
274109	274045
274939	274051
280152	274052
280757	274053
270597	274056
280181	274060
276463	274062
274109	274064
280088	274066
275216	274067
280242	274068
272864	274070
274446	274072
270597	274075
280753	274076
269696	274077
6279325	274078
275268	274079
274418	274081
274007	274082
267379	274083
276463	274084
277396	274085
279842	274086
279842	274087
277396	274088
279824	274091
277256	274092
268170	274099
273719	274100
279153	274103
270518	274104
274446	274106
274349	274107
273174	274108
277257	274111
274046	274113
267108	274116
274349	274118
266833	274119
267108	274121
277257	274123
279396	274126
270779	274127
279386	274128
278863	274130
275761	274133
266191	274134
273263	274137
280181	274139
280699	274140
268153	274145
277467	274146
279396	274148
279489	274149
279352	274158
266802	274430
276692	274431
272234	274432
274908	274435
276692	274436
273263	274437
276456	274438
276324	274456
267468	274439
276687	274440
277929	274441
275414	274442
277977	274447
270781	274450
274454	274451
272805	274452
275414	274458
277929	274467
274908	274477
276692	274478
280789	274479
275414	274481
268390	274491
274446	275115
267008	275342
268153	275875
280789	277268
268173	277634
266826	277885
6273730	277989
280181	278043
268153	278161
280789	278244
6275364	278252
278234	278311
276324	278312
6274964	278422
280181	278444
276781	278825
267305	278878
276605	278969
268978	279019
266826	279096
274939	279097
268978	279150
278337	279179
269696	279270
268707	279300
279089	279311
6275364	279412
276781	279422
277130	279523
279620	279570
279089	279778
268153	279843
268978	280083
278324	280129
280602	280490
268153	280330
276781	280332
276692	280369
266891	280384
275158	280446
277717	280519
277257	280802
266826	280838
285787	285506
285787	285590
388088	285604
285815	285603
285787	285629
285822	285663
388052	285698
285787	285713
285822	285726
285822	285704
285787	285721
285766	285734
285766	285809
285787	285813
285766	285857
290030	289671
290340	290082
290205	290087
290395	290093
290215	290121
290328	290280
290328	290282
290328	290294
290179	290302
290340	290344
290298	290330
290251	290347
290215	290353
290205	290364
290204	290369
290298	290377
1870342	1865884
1867270	1867236
1872211	1870055
6273386	1877156
290395	385037
290275	385036
285787	387952
285787	387954
285766	387956
285811	387964
285787	387951
285787	387953
285822	387955
285766	387957
285822	387958
285787	387989
285787	387994
285787	387997
285766	388012
285787	388015
285766	388056
285866	388060
285815	388062
285787	387990
285787	387995
285766	388014
285787	388018
285787	388021
285766	388024
285799	388036
285766	388055
285766	388058
285766	388064
285815	388065
388088	388071
290030	411752
290030	411754
290030	411759
289698	411763
290030	411782
290030	411790
290030	411799
290030	411804
290030	411806
-1	411808
290030	411814
413259	411827
285787	412798
289939	411751
290030	411753
290030	411758
289698	411760
289698	411768
290030	411785
290030	411795
290030	411803
290030	411805
290030	411807
289939	411809
290030	411820
285822	412799
285747	412800
285787	414939
6270094	1932418
1873382	1932437
360630	359454
3067696	3065743
3067696	3072931
3068690	3072419
2751283	2747218
787442	787253
785973	787607
785973	791704
838920	792645
787372	830487
832527	832526
832734	832732
786714	832733
786690	834610
793790	835801
783920	845148
834542	863406
783920	865922
834542	835468
3191376	3316865
3190342	3316922
3190342	3316923
3318740	3318739
859077	859620
3071686	3065507
3073759	3066357
3068655	3072489
3071686	3077700
3071686	3077704
3071686	6295562
3064744	3066311
1819729	1819361
1819729	1818833
3068655	3074559
3071961	3075217
3075011	3075006
1264527	1254172
2756104	2745997
738377	744906
1276532	1277082
1257749	1279064
1277594	1277557
745042	750640
429008	352261
309597	6301949
3074740	3063654
3074472	3074471
425286	425311
425286	425328
425286	425329
425378	425343
425378	425356
425378	425359
425378	425361
425378	425370
425378	425374
426272	426274
426272	426279
933774	1106238
933774	1106228
933773	1106229
933774	1106236
933774	1106237
933774	1106239
933774	1106240
933774	1106241
933774	1106242
933774	1106243
933774	1106244
933774	1106245
933774	1106246
933773	1106247
933773	1106248
933773	1106249
933774	1106251
2258378	2255357
2255414	2258314
2255414	2260384
2198148	2196763
2197793	2196826
2198148	2194478
2195901	2197219
2198148	2197551
2198148	2197765
2198138	2198092
2198090	2198755
2197793	2198756
2198148	2198969
2198148	2198970
2198148	2201038
2197112	2202190
2197793	2202344
2198090	2202621
2198148	2203367
2198148	2203384
2198148	2204511
2198138	2204678
199179	178082
199179	178712
184745	199350
190147	199850
184745	181501
193717	178809
199179	179286
197968	179819
186301	180401
184745	180451
184745	181656
184745	181680
193717	181719
192495	181731
186301	182361
193717	182510
186301	182954
184745	184735
184745	184736
184745	184738
184745	184739
184745	185401
186301	186092
192495	186353
186301	186438
198516	186982
200787	188168
193717	188184
186301	189400
184622	189773
185068	191332
186301	191679
186301	191819
199179	192042
199179	192093
193717	193716
184745	194965
185068	195895
184745	196778
193717	196847
184745	198766
193717	198867
199179	199252
199179	200474
184745	200710
921721	1091088
921889	1090616
921654	1090678
1091117	1091116
921908	1091879
1091989	1091990
921839	1092058
1061664	1083742
1078290	1072677
1078290	1079926
1079679	1055179
1070136	1056336
1072636	1056388
1061664	1059055
1058284	1061339
1079679	1062605
1079679	1063939
1079679	1063942
1058284	1064911
1078290	1065132
1079679	1068345
1078290	1069708
1061664	1069736
1079679	1069746
1078290	1069751
1078290	1069902
1073732	1070456
1070136	1070514
1078290	1071727
1078290	1073371
1061664	1073397
1072636	1073407
1070136	1073426
1078290	1073432
1073732	1074531
1078290	1076065
1079679	1077237
1079679	1078419
1073732	1078665
1073732	1078666
1070136	1079267
1078290	1079649
1061664	1079938
1061664	1080049
1078290	1080233
1078290	1080468
1058284	1080482
1079679	1080571
1079679	1081834
1078290	1082465
1079679	1082508
1079679	1082653
1070136	1082666
1079679	1082760
1058284	1083511
1078290	1083756
933945	934125
1106587	934254
1106587	934271
933945	934406
1106803	934641
1106803	934734
934154	1106804
934154	1106805
1106819	1106806
934818	1106807
934154	1106808
1106803	1106834
1040102	1035680
1089913	1039617
1106366	1040802
1040652	1106258
1040652	1106259
1040652	1106260
1040652	1106262
1040652	1106263
1040652	1106264
1040652	1106265
1040652	1106266
1040652	1106267
