pplid	pplxid
714472	717125
720166	717126
3199348	717132
717978	717141
715076	717142
717291	717150
719765	717156
716461	717162
721553	717163
722812	717164
722437	717165
721553	717170
721920	717173
722700	717175
721904	717177
721189	717178
715607	717186
715337	717188
721412	717201
716066	717206
714398	717207
718516	717216
720792	717219
720719	717223
722903	717224
718893	717225
721517	717229
716375	717232
713876	717234
721993	717236
721429	717237
717083	717238
714988	717242
718332	717247
719025	717256
721068	717260
717420	717271
722716	717273
717277	717276
722714	717280
714504	717282
714706	717293
722004	717294
718936	717295
715338	717303
721693	717319
719871	717330
713872	717334
719228	717350
720341	717351
714843	717369
722832	717370
721721	717375
721158	717380
719806	717382
718807	717383
718223	717391
722474	717394
720932	717396
716952	717404
721625	717409
719087	717417
719391	717423
721121	717438
719129	717444
721772	717445
714389	717447
719154	717452
720449	717454
721324	717455
714255	717457
721772	717461
722411	717466
722367	717474
720434	717478
714472	717479
718530	717481
717485	717483
716155	717495
721068	717498
719391	717499
718113	717501
722471	717504
718362	717506
713945	717512
721428	717513
721507	717515
720932	717516
722751	717518
714184	717524
721708	717533
716502	717536
714522	717537
716232	717538
718333	717539
719493	717551
722367	717553
721332	717556
718437	717557
714960	717565
720199	717567
722007	717569
713927	717577
714948	717584
722761	717595
714380	717603
721266	717605
715807	717606
718516	717607
714431	717610
717618	717619
718637	717621
716351	717622
721952	717625
721882	717648
714389	717653
717261	717661
721181	717673
718085	717676
718256	717680
718600	717689
721430	717699
722134	717701
718113	717702
716245	717703
714548	717710
722761	717712
716280	717714
719581	717716
715453	717717
717721	717720
714514	717722
714851	717723
715867	717725
715886	717729
717908	717730
714358	717731
721913	717737
717741	717739
722533	717747
714984	717751
719601	717755
713917	717759
714174	717764
721797	717769
713969	717772
719886	717776
718333	717787
718084	717788
722093	717798
717805	717804
716819	717811
722462	717813
721332	717816
714128	717817
716773	717821
718625	717826
714607	717827
716247	717833
722058	717835
718779	717836
714415	717838
718866	717846
719678	717849
720172	717854
720655	717857
713872	717858
721181	717859
714247	717860
714500	717862
720723	717864
715997	717865
716638	717866
715302	717867
716250	717869
718632	717870
714964	717874
715874	717892
715983	717894
717658	717898
718898	717899
715614	717907
717112	717921
714635	717922
722134	717924
714985	717935
722714	717941
721772	717946
721365	717947
722077	717953
718898	717955
716375	717963
722093	717988
714961	717990
720871	717994
720833	718006
715925	718008
721436	718011
723023	718018
721446	718025
721446	718027
722956	718031
717658	718038
720932	718041
721321	718042
721952	718043
713927	718046
714413	718047
719171	718048
718051	718054
720585	718061
717742	718065
722910	718070
718267	718077
722078	718078
717742	718081
722716	718083
718113	718087
715792	718088
721273	718089
714302	718090
718069	718091
721913	718093
714079	718094
722595	718098
721818	718101
716890	718103
719593	718104
714255	718105
717209	718107
720768	718109
722816	718110
722093	718115
722683	718120
721646	718122
715466	718125
720996	718128
718451	718129
717658	718134
714721	718139
722471	718146
722077	718154
714346	718158
721954	718161
715815	718163
714960	718168
716566	718169
714247	718171
716010	718174
721040	718175
723594	718176
716910	718177
721479	718178
715076	718179
722814	718183
715085	718186
721897	718188
714774	718197
722794	718198
715782	718201
722049	718211
715338	718214
722696	718221
722477	718222
720100	718228
714576	718230
717406	718233
717373	718236
718243	718237
720643	718239
717130	718240
718243	718241
718742	718245
715393	718250
718066	718251
721992	718255
713892	718257
716375	718258
714389	718260
721890	718266
715867	718269
714951	718270
722219	718273
719021	718277
718862	718279
715393	718280
721051	718281
718476	718283
716026	718287
720532	718288
713876	718294
714774	718300
714726	718301
715245	718303
723000	718317
719600	718322
719765	718329
722480	718338
717638	718342
716279	718344
721905	718345
714149	718348
718397	718349
721763	718350
722223	718352
720634	718369
722649	718371
722172	718372
721963	718380
720687	718381
716570	718383
716890	718384
718413	718392
722669	718393
722814	718396
716624	718401
722561	718410
718421	718420
715438	718423
713945	718425
720817	718432
713850	718433
714114	718434
718898	718435
717331	718454
714596	718455
714346	718456
718232	718458
722803	718463
722858	718464
714456	718469
723022	718473
720673	718481
718023	718482
722266	718484
721277	718485
714441	718487
722222	718488
722939	718490
721779	718495
721433	718498
714359	718499
721697	718501
716713	718502
718723	718503
715374	718509
722219	718512
716839	718517
721973	718522
716044	718523
721920	718537
721303	718538
717644	718544
722067	718545
715623	718546
715501	718558
714359	718559
720535	718562
720402	718563
722658	718566
720605	718572
715809	718578
715011	718579
718466	718581
717239	718583
717166	718591
716375	718593
714174	718595
722128	718597
720832	718605
715466	718606
722350	718608
722865	718609
716189	718627
717662	718628
717257	718638
721341	718641
720697	718642
713999	718643
720983	718644
721404	718646
720290	718647
722814	718655
714947	718660
716885	718667
714783	718668
714576	718669
718932	718670
714353	718673
714780	718674
716819	718678
722325	718682
721075	718683
718208	718685
721812	718691
713876	718692
721145	718694
719768	718695
716322	718703
716234	718706
717781	718707
719580	718711
714518	718712
714228	718713
716683	718714
718718	718716
716791	718724
722512	718725
723000	718732
721429	718746
714984	718747
717932	718748
721196	718755
719664	718762
717589	718763
722665	718767
716418	718768
716900	718769
714397	718770
714439	718771
722787	718772
716570	718791
720768	718792
722786	718793
721876	718803
720304	718808
715930	718833
722865	718834
713876	718835
722812	718836
722912	718837
716593	718841
720455	718844
721481	718847
716948	718849
713884	718857
716811	718860
713990	718861
719606	718864
720862	718868
720803	718874
716922	718878
722309	718879
718135	718881
714500	718890
722792	718891
715086	718892
721470	718895
718530	718899
716375	718900
717635	718903
722696	718912
721153	718917
720795	718920
721412	718922
714772	718927
715874	718933
720993	718937
721524	718943
716736	718945
722077	718949
714783	718953
720341	718964
722249	718966
715374	718968
715867	718970
717667	718972
723000	718975
714726	718976
717373	718981
717952	718983
714456	718986
722474	718991
713869	718999
716952	719000
721753	719003
715085	719005
721332	719007
719733	719009
715839	719011
716544	719013
721888	719014
719391	719018
722946	719024
722484	719026
714802	719028
717432	719030
719765	719036
714726	719040
720395	719041
713876	719042
674570	719043
721249	719044
717373	719048
716383	719054
719058	719057
720045	719059
715199	719060
719068	719067
721905	719069
718397	719071
717046	719072
718450	719073
714774	719079
722906	719082
716383	719085
721231	719095
718919	719096
721900	719106
722266	719114
722471	719115
721697	719119
722076	719123
721415	719130
714346	719133
716250	719144
721545	719148
718580	719152
720532	719155
716713	719157
721397	719160
722431	719163
721517	719166
714114	719174
713885	719182
716703	719185
714607	719187
716852	719192
722404	719193
714744	719209
720262	719212
716439	719216
722090	719219
722474	719220
714383	719222
718758	719229
721905	719231
720996	719235
722124	719241
721142	719242
721153	719243
717662	719244
722431	719245
714986	719247
716461	719250
722021	719257
714184	719263
718208	719269
714381	719273
721619	719282
713945	719283
714346	719284
722011	719285
717973	719293
714785	719294
714217	719299
721619	719306
716502	719312
722458	719313
717861	719318
721784	719319
718397	719326
721517	719328
718058	719334
722564	719335
724959	719336
714389	719337
722929	719339
722451	719342
722671	719348
722437	719356
716671	719364
718466	719369
715984	719372
721344	719374
719223	719375
715780	719376
721430	719379
715422	719380
718516	719381
717681	719383
722636	719386
719391	719390
717209	719392
721039	719405
715285	719406
722404	719407
716791	719411
722057	719415
717683	719420
717901	719421
721432	719422
715587	719428
716923	719432
722106	719433
716571	719434
721920	719435
722101	719439
718663	719445
722578	719447
719317	719452
721517	719455
714722	719460
716026	719465
722101	719471
721551	719473
677528	719478
722271	719479
722832	719482
714490	719483
716245	719485
716087	719491
717588	719500
721326	719504
720892	719505
721021	719510
722847	719513
720023	719516
714157	719517
722077	719520
722101	719521
722956	719525
721556	719526
718135	719527
719590	719529
722401	719534
722401	719535
722636	719539
716919	719541
721195	719545
715867	719548
722526	719551
718359	719552
722078	719554
720643	719558
715466	719560
721540	719563
716796	719564
716919	719568
718516	719574
716393	719576
721763	719578
721189	719583
714039	719595
716375	719596
723026	719602
722956	719608
714380	719611
717416	719612
717025	719621
720925	719622
713889	719629
719194	719631
719646	719647
717566	719659
721680	719660
719779	719670
715085	719675
716320	719676
721842	719677
722601	719679
717027	719680
722858	719681
714398	719686
716918	719689
720867	719694
718312	719695
721635	719696
715245	719703
718267	719704
722470	719706
719668	719711
718066	719713
721478	719714
718862	719715
721346	719716
722866	719717
721797	719719
719613	719726
716796	719727
714346	719728
721161	719729
722907	719730
718184	719731
718466	719737
722858	719738
714081	719757
722032	719760
716639	719762
723023	719778
721430	719786
721676	719787
718514	719791
717667	719796
717176	719799
722165	719800
722865	719801
720911	719802
716003	719803
713888	719804
722716	719808
721646	719809
719593	719816
716098	719824
714254	719833
721365	719835
716736	719837
715374	719854
718663	719856
722450	719857
713903	719858
721553	719868
716922	719872
714522	719873
720793	719874
717209	719879
719049	719882
718325	719890
722737	719910
721214	719917
718671	719923
715555	719926
716279	719927
717594	719933
721971	719943
714783	719949
722421	719951
722488	719958
722348	719976
723002	719980
717929	719981
715231	719987
716819	719995
714659	720007
720643	720008
722794	720010
716813	720037
721905	720038
714777	720040
716026	720041
714593	720042
722563	720047
714157	720048
716571	720049
715327	720059
721890	720065
714386	720078
719265	720081
719404	720093
717251	720094
716791	720106
714248	720107
719806	720110
716501	720113
714722	720117
721104	720119
718058	720124
714783	720127
717434	720139
722851	720142
722424	720145
716247	720153
717758	720154
721319	720158
722076	720168
714783	720173
720031	720176
722431	720179
714846	720187
716127	720193
715844	720195
719669	720202
720837	720207
718085	720214
719488	720221
722458	720222
713851	720229
715466	720232
717767	720233
718267	720239
714143	720241
721341	720250
723000	720252
714079	720256
719280	720259
721619	720261
720223	720263
719107	720266
714058	720272
716221	720301
721633	720302
717176	720305
722093	720306
717128	720309
717485	720311
716773	720315
716234	720320
723023	720321
720585	720322
719391	720323
717760	720324
722502	720328
720839	720329
720182	720344
722432	720350
722490	720352
718742	720353
716736	720357
722101	720358
721047	720360
722128	720370
722640	720372
713999	720375
713996	720382
716183	720383
716502	720384
717347	720392
714721	720394
721197	720401
714871	720410
721302	720412
716418	720414
716026	720420
722803	720423
714522	720427
720932	720436
720795	720437
721107	720440
721691	720445
715600	720450
720613	720454
719049	720457
721912	720458
721993	720459
717239	720463
720768	720472
713956	720475
714060	720476
717209	720485
721646	720497
721304	720498
716912	720500
722474	720501
717589	720502
714398	720507
722792	720509
720792	720516
716169	720518
719223	720522
721963	720527
721412	720531
714188	720542
717570	720547
714961	720554
722761	720555
717083	720556
716946	720575
714286	720584
722736	720588
717589	720589
720795	720593
722067	720600
714702	720512
721999	720602
720508	720615
721900	720626
721492	720627
714721	720631
722676	720635
717901	720637
717658	720645
714851	720646
714739	720652
721863	720653
718866	720659
720859	720671
720354	720672
722538	720675
722431	720676
722668	720682
722276	720693
722860	720695
715466	720699
719171	720700
714886	720704
721847	720708
719234	720710
720843	720721
719358	720726
721754	720728
722512	720746
716247	720747
719493	720748
718702	720754
721199	720757
716736	720758
717176	720779
720655	720784
722946	720796
718687	720801
718486	720802
715393	720814
714723	720821
721423	720822
722899	720826
720886	720831
722458	720836
721287	720841
713892	720842
715773	720848
722474	720854
722319	720855
721767	720860
720742	720863
721912	720868
715930	720873
715338	720874
721122	720878
714886	720879
717700	720883
721962	720884
723343	720887
716671	720888
721841	720889
722219	720898
720029	720904
3048984	720909
721156	720910
718852	720913
721840	720914
716911	720917
713872	720920
717985	720921
713892	720922
722855	720923
719662	720929
3047538	720930
716954	720934
722215	720938
720992	720946
715722	720960
721791	720963
721572	720967
722167	720968
715449	720969
718085	720984
721446	720986
722909	720994
713876	721002
717814	721003
721772	721005
722404	721009
716123	721013
722554	721014
722943	721015
721905	721019
720795	721025
670801	721027
719126	721028
718450	721030
719871	721037
720473	721041
721540	721042
718862	721048
718446	721050
715086	721056
721885	721071
717961	721077
715839	721078
715453	721081
721905	721087
719108	721088
3049719	721089
716969	721090
721691	721091
714380	721092
715466	721096
715945	721097
721618	721098
720571	721102
718312	721106
722076	721108
720304	721110
721858	721114
718516	721117
718663	721128
717932	721131
718450	721133
722078	721134
721693	721144
720742	721155
722368	721157
721784	721162
716383	721163
714351	721164
721070	721170
714692	721173
720828	721174
721772	721175
715547	721184
717794	721190
714821	721216
715867	721233
721235	721234
713851	721240
718516	721243
717027	721318
714079	721330
722182	721358
719724	721363
721900	721371
717436	721378
721180	721431
721453	721454
721885	721456
722750	721457
722458	721460
721470	721519
715722	721522
717083	721541
718865	721670
719279	721698
719025	721709
718347	721720
720402	721724
717825	721726
718437	721727
721627	721750
718254	721800
721840	721843
721472	721854
723036	721934
720741	721949
722610	721964
714951	721972
718418	722008
722601	722027
722922	722065
716671	722073
722439	722080
719733	722110
716375	722113
717488	722161
714472	722168
717847	722177
715888	722208
716713	722210
721761	722213
722851	722229
722816	722244
714967	722254
715270	722258
715773	722288
720729	722291
718113	722317
715839	722362
721430	722365
715353	722373
677528	722391
722223	722403
717616	722406
718419	722413
719049	722415
721777	722416
722231	722438
721181	722457
719352	722492
713889	722499
722563	722534
720605	722541
717775	722560
719186	722562
721453	722570
715954	722571
716593	722576
718530	722580
721181	722581
714650	722598
722605	722607
720830	722621
722384	722638
720992	722653
721676	722684
715917	722708
717589	722719
721302	722725
716351	722741
714914	722745
720004	722766
717803	722777
722191	722788
714363	722790
717176	722810
715792	722818
718305	722824
723000	722825
714774	722827
714774	722828
721904	722839
722696	722842
715871	722854
722877	722879
721654	722883
715429	722884
717442	722890
719234	722893
713939	722897
721823	722911
717700	722916
719644	722919
718761	722933
715844	722934
719722	722936
722286	722938
714478	722942
717544	722949
718427	722953
722434	722954
684726	722959
722443	722967
722250	722968
719211	722971
714953	722974
719772	722975
714787	722980
722983	722984
719146	722990
714286	723006
720605	723007
684980	723012
722335	723019
3049676	3042445
3046944	3042447
3054596	3042448
3043464	3042452
3048776	3042459
3054137	3042463
3048852	3042467
3043671	3042468
3052504	3042472
3054867	3042474
3046672	3042475
3043864	3042480
3053585	3042481
3053585	3042482
3054903	3042485
3045770	3042486
3052601	3042488
3044181	3042490
3048245	3042499
3053951	3042502
3050368	3042513
3055135	3042517
3042952	3042518
3044542	3042519
3050088	3042520
3044867	3042521
3053383	3042523
3055499	3042524
3044030	3042525
3050916	3042529
3044590	3042533
3043611	3042534
3054198	3042537
3045208	3042545
3055717	3042551
3050351	3042554
3055927	3042560
3053084	3042564
3050525	3042581
3055851	3042589
3042641	3042619
3054714	3042643
3042654	3042651
3042652	3042653
3051496	3042659
3053101	3042662
3050907	3042663
3051438	3042665
3045210	3042666
3050294	3042668
3053733	3042678
3047316	3042681
3049653	3042692
3042627	3042697
3052191	3042706
3055089	3042707
3046776	3042710
3047037	3042711
3054251	3042714
3045243	3042721
3051847	3042734
3045836	3042735
3054495	3042739
3043948	3042741
3048463	3042742
3044731	3042743
3045119	3042747
3054619	3042755
3043075	3042763
3042766	3042765
3053101	3042772
3052995	3042776
3045434	3042780
3042507	3042784
3043560	3042790
3055192	3042806
3044032	3042812
3045669	3042813
3052087	3042814
3042818	3042815
3046704	3042816
3043081	3042820
3051857	3042822
3055503	3042826
3042778	3042828
3055132	3042831
3054229	3042832
3052640	3042833
3049511	3042837
3056307	3042838
3055818	3042839
3055623	3042844
3043671	3042853
3049386	3042854
3043858	3042859
3051733	3042860
3052107	3042863
3053159	3042865
3042769	3042875
3044095	3042877
3045936	3042878
3055461	3042879
3054142	3042880
3051760	3042881
3053462	3042886
3053325	3042888
3055849	3042895
3189147	3042896
3055921	3042897
3053371	3042898
3053371	3042899
3046970	3042903
3055026	3042907
3052230	3042909
3048360	3042919
3053191	3042920
3048870	3042932
3055418	3042937
3043154	3042944
3055151	3042957
3042661	3042963
3047669	3042974
3046369	3042980
3042631	3042984
3043998	3042988
3055320	3042989
3043064	3042992
3043064	3042997
3054872	3043006
3053734	3043008
3048677	3043009
3043700	3043011
3043455	3043020
3042654	3043021
3050780	3043025
3054534	3043027
3045037	3043039
3047533	3043045
3048892	3043052
3047203	3043053
3042723	3043056
3045829	3043057
3050555	3043062
3055057	3043083
3046983	3043086
3048480	3043088
3055551	3043090
3055423	3043120
3054945	3043122
3053068	3043125
3042497	3043136
3042569	3043137
3054192	3043138
3049120	3043156
3042691	3043157
3054330	3043158
3055249	3043164
3043172	3043165
3049839	3043166
3044371	3043174
3045271	3043176
3050247	3043179
3046984	3043189
3055016	3043194
3043534	3043202
3053839	3043203
3050051	3043204
3043101	3043207
3046080	3043220
3043173	3043221
3055389	3043225
3052969	3043226
3054218	3043227
3054563	3043228
3053555	3043234
3043843	3043236
3053769	3043242
3048807	3043244
3042785	3043245
3054876	3043247
3048469	3043251
3045271	3043256
3055392	3043261
3053137	3043262
3051008	3043266
3056427	3043267
3054211	3043268
3053502	3043271
3043562	3043272
3045935	3043275
3055968	3043276
3047499	3043295
3048829	3043296
3055300	3043301
3043432	3043303
3046394	3043305
3050212	3043306
3056082	3043308
3045345	3043309
3043419	3043314
3048234	3043315
3043279	3043316
3055164	3043320
3047768	3043325
3054154	3043326
3044157	3043329
3044112	3043330
3044867	3043334
3055969	3043335
3055898	3043336
3055359	3043337
3049783	3043350
3054720	3043364
3051516	3043369
3042717	3043374
3052417	3043380
3052241	3043381
3053583	3043383
3044567	3043384
3054144	3043385
3055635	3043386
3054533	3043387
3043734	3043388
3043998	3043389
3053764	3043390
3054864	3043391
3045245	3043392
3049277	3043393
3047781	3043437
3050088	3043440
3056180	3043441
3042825	3043442
3047669	3043443
3058488	3043451
3049752	3043453
3054298	3043460
3043196	3043461
3046269	3043466
3054651	3043470
3048656	3043471
3048656	3043472
3050790	3043475
3054345	3043476
3047558	3043477
3044826	3043479
3044972	3043481
3042661	3043482
3050657	3043483
3054992	3043484
3043832	3043485
3048186	3043486
3045370	3043487
3048521	3043488
3055134	3043489
3044740	3043490
3049782	3043491
3043760	3043492
3055062	3043493
3043101	3043494
3053371	3043495
3047578	3043496
3043428	3043497
3053779	3043498
3048959	3043499
3050668	3043518
3048920	3043519
3047819	3043520
3055238	3043521
3059447	3043522
3051597	3043526
3049214	3043527
3047611	3043528
3048824	3043531
3044763	3043533
3055423	3043537
3053971	3043538
3055623	3043539
3051518	3043540
3048445	3043541
3046663	3043542
3054818	3043543
3045646	3043544
3044239	3043545
3055728	3043546
3054714	3043547
3055521	3043548
3052107	3043549
3053404	3043550
3042623	3043551
3055144	3043574
3046074	3043576
3055078	3043583
3045407	3043585
3055151	3043586
3055375	3043588
3051459	3043589
3044149	3043590
3054853	3043591
3050907	3043595
3054478	3043596
3054295	3043597
3055277	3043599
3049751	3043600
3054994	3043601
3051847	3043602
3043175	3043605
3049585	3043608
3047827	3043613
3054132	3043619
3055088	3043621
3055787	3043622
3055025	3043625
3046717	3043635
3053070	3043639
3048802	3043640
3049386	3043642
3044548	3043643
3042717	3043644
3055036	3043645
3053463	3043649
3042511	3043655
3054457	3043656
3051782	3043657
3051861	3043658
3046007	3043661
3054994	3043662
3042569	3043664
3053595	3043627
3047669	3043683
3050907	3043685
3052630	3043686
3049123	3043690
3054534	3043691
3053960	3043692
3045037	3043693
3049494	3043697
3042950	3043701
3052822	3043704
3050212	3043708
2769258	3043710
3045686	3043711
3052045	3043712
3044153	3043714
3048763	3043715
3048494	3043719
3053498	3043725
3054737	3043727
3052576	3043728
3050595	3043731
3051969	3043739
3050519	3043742
3046394	3043745
3055551	3043746
3045860	3043748
3054243	3043749
3045407	3043750
3051206	3043755
3055505	3043759
3053568	3043763
3052738	3043764
3053933	3043766
3051535	3043773
3053194	3043775
3053926	3043793
3044239	3043795
3045236	3043796
3045237	3043797
3050365	3043799
3053362	3043802
3043803	3043804
3047125	3043806
3045287	3043814
3055059	3043822
3047028	3043825
3053560	3043829
3044030	3043831
3047405	3043834
3046853	3043835
3042795	3043836
3051245	3043837
3052437	3043838
3048634	3043839
3051960	3043840
3045434	3043846
3051018	3043847
3045237	3043854
3048187	3043869
3051597	3043871
3045487	3043889
3055590	3043895
3048570	3043904
3055026	3043906
3048281	3043907
3047927	3043912
3056031	3043913
3045434	3043914
3048029	3043916
3054854	3043918
3051024	3043928
3054280	3043929
3049245	3043930
3049627	3043933
3052084	3043939
3053463	3043941
3046408	3043942
3045166	3043944
3053299	3043955
3050841	3043957
3048445	3043958
3051193	3043963
3045422	3043964
3047183	3043965
3049580	3043968
3043971	3043972
3055924	3043973
3054874	3043974
3047314	3043975
3053946	3043976
3055542	3043978
3054534	3044006
3042767	3044010
3054606	3044011
3046971	3044012
3053011	3044016
3044349	3044017
3042708	3044018
3054681	3044025
3056166	3044026
3055815	3044029
3046093	3044033
3047912	3044040
3055919	3044042
3054596	3044049
3055334	3044053
3055603	3044054
3054330	3044055
3053173	3044058
3050153	3044061
3056331	3044064
3048613	3044068
3048613	3044069
3049785	3044071
3055929	3044076
3049730	3044089
3055811	3044090
3056304	3044091
3054527	3044098
3052489	3044101
3053190	3044104
3054129	3044110
3054534	3044117
3055774	3044120
3045014	3044125
3049509	3044126
3054477	3044154
3046842	3044155
3052601	3044162
3053863	3044166
3045957	3044169
3043279	3044179
3047841	3044187
3052621	3044188
3052728	3044190
3055503	3044193
3055969	3044195
3046869	3044196
3047434	3044198
3053550	3044212
3053550	3044213
3052778	3044222
3042717	3044224
3043641	3044231
3043853	3044233
3050611	3044236
3043205	3044242
3056242	3044244
3050595	3044251
3055754	3044269
3044331	3044277
3053925	3044278
3055287	3044279
3043448	3044280
3048290	3044281
3051321	3044286
3046700	3044291
3048570	3044295
3046114	3044298
3054069	3044299
3052001	3044302
3043867	3044304
3045745	3044306
3045758	3044312
3044477	3044313
3045858	3044314
3049642	3044317
3042705	3044318
3050769	3044259
3044786	3044330
3056260	3044347
3054387	3044348
3045987	3044352
3054272	3044356
3048807	3044357
3044364	3044362
3050107	3044366
3054445	3044372
3043998	3044382
3047373	3044383
3055124	3044385
3049163	3044386
3047666	3044390
3054676	3044391
3055898	3044399
3048828	3044401
3054940	3044406
3048390	3044407
3043881	3044413
3043252	3044417
3045243	3044418
3044130	3044426
3054940	3044427
3055087	3044428
3055218	3044429
3042501	3044435
3045119	3044437
3052877	3044438
3049153	3044439
3049932	3044444
3047178	3044445
3053275	3044449
3048984	3044460
3044095	3044478
3055787	3044482
3055547	3044483
3055423	3044486
3051018	3044495
3043465	3044501
3045799	3044502
3056665	3044504
3050334	3044505
3052062	3044506
3052745	3044507
3055955	3044517
3050766	3044518
3048818	3044519
3053061	3044522
3054318	3044524
3047034	3044528
3046259	3044530
3054735	3044531
3046992	3044534
3054722	3044535
3052050	3044541
3055707	3044545
3054156	3044547
3053822	3044549
3042594	3044550
3054241	3044551
3051826	3044552
3055832	3044555
3043196	3044557
3051322	3044562
3052093	3044578
3051221	3044579
3046027	3044582
3051144	3044583
3050265	3044587
3047645	3044591
3045074	3044594
3042631	3044595
3053809	3044605
3053200	3044606
3053245	3044608
3047359	3044622
3055806	3044623
3042497	3044624
3043344	3044626
3047316	3044633
3046672	3044634
3044691	3044636
3042546	3044638
3047871	3044647
3043430	3044649
3049816	3044652
3048955	3044653
3051077	3044654
3055418	3044655
3056304	3044656
3051550	3044659
3053606	3044665
3047697	3044666
3042756	3044677
3044590	3044683
3048226	3044686
3048226	3044687
3050261	3044697
3049866	3044706
3054324	3044707
3043362	3044708
3050780	3044713
3055664	3044714
3054295	3044715
3050222	3044716
3055203	3044725
3045875	3044733
3050358	3044735
3050974	3044738
3046458	3044741
3044075	3044751
3044331	3044752
3047875	3044766
3049262	3044777
3047206	3044778
3053951	3044781
3048414	3044784
3052500	3044789
3049248	3044793
3045407	3044795
3050113	3044796
3053494	3044798
3060794	3044807
3045212	3044823
3048026	3044832
3045686	3044833
3055760	3044836
3051772	3044837
3044351	3044839
3044205	3044842
3050943	3044843
3046728	3044850
3053325	3044851
3053595	3044852
3053623	3044858
3050618	3044865
3050816	3044868
3051775	3044869
3047982	3044870
3055164	3044871
3056033	3044872
3042434	3044875
3042717	3044876
3055328	3044878
3045298	3044845
3055134	3044892
3052374	3044903
3043430	3044905
3054745	3044911
3044914	3044913
3053870	3044917
3044922	3044923
3053325	3044927
3050033	3044930
3053421	3044935
3054433	3044937
3050916	3044938
3046388	3044939
3054445	3044952
3046643	3044957
3049018	3044959
3048208	3044960
3048961	3044977
3046774	3044980
3050816	3044984
3055787	3044989
3055224	3045001
2767899	3045003
3054936	3045004
3056212	3045005
3056087	3045009
3054325	3045011
3045434	3045022
3053595	3045024
3055450	3045025
3047576	3045030
3055056	3045034
3054108	3045042
3049653	3045046
3044472	3045059
3050360	3045075
3050859	3045081
3049990	3045084
3046396	3045099
3043001	3045103
3051057	3045107
3049263	3045110
3055624	3045111
3055430	3045115
3043288	3045122
3055538	3045123
3056098	3045124
3055493	3045142
3053926	3045143
3055439	3045146
3053926	3045149
3053485	3045154
3044274	3045158
3049685	3045168
3053011	3045169
3049177	3045170
3042912	3045171
3043832	3045173
3042778	3045180
3044084	3045185
3054559	3045191
6690444	3045199
3053839	3045167
3053222	3045202
3054574	3045203
3056099	3045204
3055441	3045222
3042686	3045230
3055918	3045250
3045252	3045251
3044493	3045255
3045256	3045260
3045270	3045269
3045270	3045272
3055303	3045274
3055646	3045277
3054111	3045305
3047349	3045311
3048852	3045313
3045100	3045316
3050251	3045335
3052451	3045348
3045669	3045356
3042942	3045357
3054567	3045358
3044644	3045359
3054839	3045367
3055025	3045369
3048675	3045376
3054180	3045381
3045386	3045384
3042661	3045396
3045386	3045398
3046719	3045399
3050839	3045400
3053083	3045401
3054106	3045418
3044763	3045419
3056451	3045427
3048815	3045429
3054922	3045430
3042504	3045431
3055335	3045436
3053606	3045439
3054462	3045441
3045930	3045442
3051583	3045444
3053560	3045446
3048703	3045448
3056294	3045454
3050779	3045455
3053204	3045459
3043832	3045460
3044149	3045462
3055502	3045475
3049149	3045477
3051057	3045482
3045066	3045488
3045487	3045490
3046598	3045507
3047415	3045508
3056134	3045504
3043436	3045513
3055385	3045514
3049028	3045515
3044639	3045516
3044075	3045522
3047377	3045523
3044965	3045532
3051478	3045534
3046088	3045535
3042719	3045543
3055683	3045544
3049976	3045545
3055711	3045546
3054806	3045554
3051969	3045559
3048860	3045560
3055674	3045568
3043843	3045569
3055033	3045577
3043263	3045578
3055008	3045579
3046842	3045582
3052804	3045584
3055043	3045585
3053325	3045589
3045344	3045590
3045198	3045591
3044046	3045592
3046092	3045593
3042610	3045594
3046675	3045595
3056181	3045600
3052148	3045605
3044202	3045606
3043858	3045607
3044542	3045609
3047424	3045610
3054878	3045612
3051952	3045617
3053822	3045619
3050779	3045624
3055451	3045625
3043458	3045635
3049317	3045639
3045642	3045644
3046970	3045647
3053420	3045653
3056360	3045661
3047655	3045662
3053243	3045663
3046040	3045666
3048815	3045668
3055426	3045673
3051125	3045674
3054918	3045681
3050595	3045683
3051472	3045693
3050743	3045694
3048981	3045697
3049937	3045698
3055300	3045702
3053969	3045705
3055245	3045708
3055584	3045711
3053529	3045712
3046728	3045714
3048680	3045715
3051566	3045716
3052582	3045717
3054533	3045718
3044175	3045719
3051491	3045720
3055864	3045721
3042959	3045722
3049569	3045727
3055481	3045728
3055310	3045729
3051772	3045737
3052898	3045742
3043034	3045744
3042719	3045747
3055660	3045748
3049552	3045754
3042496	3045764
3052456	3045767
3055026	3045784
3054446	3045787
3056124	3045788
3047672	3045789
3050595	3045791
3044590	3045792
3054241	3045795
3051128	3045797
3049104	3045803
3044375	3045805
3055803	3045806
3054345	3045808
3048245	3045812
3043114	3045813
3046774	3045816
3048852	3045823
3048528	3045826
3051491	3045827
3053525	3045837
3050660	3045843
3045836	3045844
3050907	3045851
3054984	3045853
3047597	3045854
3053476	3045855
3047449	3045856
3045268	3045857
3045558	3045859
3047669	3045874
3045245	3045886
3055180	3045890
3056445	3045891
3055639	3045895
3042941	3045896
3048598	3045897
3054817	3045900
3056160	3045902
3048680	3045903
3043998	3045904
3044376	3045905
3054188	3045906
3045407	3045909
3054924	3045912
3047697	3045920
3055871	3045922
3054533	3045926
3055337	3045927
3042476	3045933
3053149	3045937
3055006	3045942
